Gene	177_759_LV	177_759_RV	180_760_LV	180_760_RV	181_761_LV	181_761_RV	182_762_LV	248_770_LV	250_668_LV	250_668_RV	252_673_LV	253_674_LV	253_674_RV	257_783_LV	257_783_RV	264_796_LV	264_796_RV	626_692_LV	631_703_LV	631_703_RV	636_740_LV	636_740_RV	637_741_LV	637_741_RV	645_750_LV	645_750_RV	647_753_LV	647_753_RV
0610043K17Rik	561.736	552.671	580.564	540.194	615.815	586.369	609.359	541.503	332.3681553	565.343	368.0961701	610.647	592.842	414.2363459	551.131	571.114	538.896	487.0332997	315.738	571.613	591.044	375.7994813	334.861	591.292	424.2863334	453.4164386	596.943	572.751
Mtarc1	2913.128594	2960.658002	2659.929377	2927.244685	2902.28107	2892.445784	2856.043987	2898.350384	2769.915855	2895.536794	3054.30332	2888.017507	2904.22872	3015.513025	2984.58882	2977.482413	2976.292139	2933.053551	3147.944063	3106.352154	2829.0524	2932.420816	2758.076558	3192.313201	3266.598201	3057.774696	2868.401871	2931.066956
Septin1	1705.335089	1311.462344	1063.562796	754.9948865	1219.288134	802.0160906	1335.341739	1193.068472	1527.488311	672.5073166	962.2356508	1373.206703	999.7818106	1350.624772	926.3361173	1008.657091	969.1525676	984.9105592	1125.65056	1043.734237	895.1971481	987.2401988	1149.907436	1240.381426	938.131023	1162.174743	1267.968389	692.448788
Marchf10	964.0864381	523.8090916	964.0864381	1182.90548	349.719	964.0864381	964.0864381	3838.753	3825.571	3835.258	371	1604.099537	964.0864381	615.6344434	855.1184812	332.266	598.6777939	964.0864381	341.923	964.0864381	466.6055522	332.405	349.098	964.0864381	964.0864381	3858.524	335.76	964.0864381
Septin10	1949.599	1902.11	1889.7	1920.39	1940.417	1838.703	1898.138	1792.754	1875.444	1932.548	1924.926	1954.681	1870.243	1915.189	1904.742	1921.187	1885.814	1911.098	1862.668	1919.703	1935.685	1951.466	1934.476	1911.415	1939.347	1905.148	1954.412	1829.043
1010001B22Rik	363.947	354.936	361.615	366.4548368	384.26	360.659	366.4548368	366.4548368	366.4548368	361.768	393.122	362.945	364.203	364.048	361.853	370.51	341.572	373.242	378.152	363.515	373.748	382.432	367.687	378.727	365.765	363.976	373.015	355.82
1010001N08Rik	1887.487	1875.76292	1893.636	1799.778	1875.76292	1854.612	1881.417	1811.711	1883.625	1875.76292	1932.193	1903.569	1872.548	1858.854	1842.192	1907.964	1815.548	1923.61	1907.66	1913.747	1930.411	1934.568	1905.074	1949.66	1890.127	1871.422	1937.169	1869.735
Marchf11	981.0059981	1172.176338	879.622	1096.293	976.87	856.5481542	981.0059981	981.0059981	1187.207804	1041.232773	1459.783	858.422	506.387	1462.357	1218.480304	981.0059981	981.0059981	511.778	1041.014954	854.912	1101.297241	981.0059981	981.0059981	1443.799	984.9013236	1467.836	981.0059981	1392.847
Septin11	5197.789	5115.366	5133.656	5114.659	5199.142	5200.433	5190.528	5204.869	5100.795	5185.13	5232.709	5232.197	5198.007	5143.704	5143.035	5170.801	5091.95	5181.868	5177.978	5258.094	5192.528	5261.506	5212.546	5244.503	5143.568	5180.325	5197.831	5118.03
1110001J03Rik	511.014	422.453	416.235068	452.865	479.372	386.584	489.32	402.143	427.071	490.7648619	403.006	439.712	382.137	481.2078147	458.0020429	459.0001971	415.5927072	445.329	397.9024624	426.118	429.566	433.9265835	429.89	396.731	433.7187494	442.625	446.833	353.9102088
1110002E22Rik	10986.068	10893.7303	10463.70939	10725.15541	10941.81206	10583.80777	10865.21769	10845.82275	10887.84427	11047.84255	10865.0221	11247.89136	10939.15647	10750.35427	10916.27672	10721.06253	10660.07626	11067.82955	10842.73794	11127.10086	10992.0357	11118.24524	11049.4133	10729.95816	10749.07346	11059.58663	11029.90103	10473.99301
1110002J07Rik	1945.333	1946.658	1934.88	1895.860821	1875.588	1914.93	1895.860821	1895.860821	1850.097	1880.371	1895.860821	1891.94	1942.355	1896.161	1895.860821	1918.463	1943.433	1853.452	1846.354	1899.142	1883.367	1895.860821	1895.860821	1903.206	1932.555	1895.860821	1895.860821	1895.860821
1110002L01Rik	2616.414004	2546.689539	2781.244289	2734.318474	2385.563041	3150.898556	2976.920605	3194.959307	2926.008716	2753.932879	2907.398395	2699.130812	3078.282458	2718.905164	2891.078971	1989.102429	2381.681663	3144.111987	3075.972255	3016.631744	2991.463474	3080.681075	2902.683921	3017.60681	2858.53357	2837.081321	3180.9805	3198.635187
1110004E09Rik	1127.909619	1027.55967	954.5525947	804.6694756	1147.331144	1308.969	1417.574	1336.698	982.7804851	1066.717876	1396.924	979.0774993	1253.622743	1170.774729	1350.838	1076.909206	686.0722749	1054.817107	811.5803744	812.3370129	1225.008198	1198.51197	1060.109984	1062.15111	1365.597	1288.71328	1000.17895	1336.475
1110004F10Rik	999.1554788	916.855592	953.2642418	908.5217271	990.9988776	1013.053435	953.9363009	1085.330548	1006.666344	1008.082779	1069.264125	957.4230084	929.9874677	914.4295062	1112.967728	963.7835679	946.3697317	1073.578671	1066.469	942.0600804	1107.172	935.0454888	974.0802704	950.8388317	887.3257853	1040.782634	968.2727127	1076.23328
1110007C09Rik	660.904	596.395	664.156	567.542	702.38	610.992	724.034	673.576	686.602	625.48	698.257	647.401	602.953	658.352	650.564	675.835	605.316	689.856	718.417	656.909	690.339	667.379	647.969	638.869	570.447	644.088	684.671	614.709
1110008E08Rik	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775	558.775
1110008F13Rik	707.0435031	673.4991142	669.2846271	602.0837386	772.1490449	673.8141399	757.0881522	712.7757339	733.45241	683.9804487	776.2324782	704.7754301	665.5805628	718.0411762	715.0294203	722.0977941	658.086416	732.1473702	782.8556788	715.8747914	753.504359	752.6801032	714.5503533	710.5987235	624.2594354	693.6101527	762.7496413	669.1285608
1110008L16Rik	2788.110059	2562.918917	2733.749918	2769.704224	2779.310744	2667.849244	2719.603253	2649.720288	2988.858743	3032.419062	3079.954919	2709.794542	2723.7679	2693.623537	2988.422685	2554.016	2917.657	2705.790088	3021.336	2743.353376	3038.568008	3110.141471	3024.107122	3080.348291	3002.717614	2827.244579	2825.32845	3006.506009
1110008P14Rik	572.7153453	520.2699895	576.8170092	559.5587895	622.5566837	533.1109535	578.1368859	570.0156249	561.8699871	545.7496923	601.0449229	580.0889175	526.7957393	577.5763178	548.8971533	548.2480957	536.3203908	598.2836464	570.8735791	544.0521089	585.8222452	524.8773789	561.553924	527.831726	543.6596614	573.8802998	586.4931227	484.5469154
1110012L19Rik	999.306	940.141	983.934	873.782	1046.342	943.895	1044.885	1020.067	1030.537	957.524	1075.565	966.52	958.252	993.914	1004.599	1008.871	954.998	1023.647	1091.565	990.395	1017.16	1012.021	965.7	982.801	876.405	971.254	1022.011	961.919
1110015O18Rik	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025	1237.025
1110017D15Rik	636.475	869.893	819.737	840.855	842.83	752.6628798	752.6628798	752.6628798	843.22	752.6628798	752.6628798	569.864	752.6628798	811.803	752.6628798	843.833	752.6628798	667.924	887.166	752.6628798	752.6628798	819.879	665.922	752.6628798	584.14	752.6628798	658.347	752.6628798
1110018N20Rik	979.455	912.8115357	906.3834093	826.0944847	984.307	868.470081	982.6126664	988.6505344	993.5285111	916.2286702	902.0404999	889.6069448	895.1306768	956.642	978.473	980.5961957	929.065	969.6224489	1031.523598	970.426	971.0629511	968.846	900.8103592	937.8535202	822.489	919.205	949.292774	882.6950469
1110019D14Rik	1419.413	1451.872	1367.314	1431.03	1359.336	1408.79	1346.813	1372.954	1361.009	882.4631831	1306.613587	1399.823	1411.278	1397.26	1424.795	1391.967	1457.55	1371.489	1371.486	1028.681143	1361.499	1459.994	937.2825186	1408.348	1433.327	1389.863	1399.101	1076.659391
1110020A21Rik	659.214	628.657	664.852	562.801	702.048	638.461	661.8266755	653.035	692.394	638.291	736.907	660.606	634.278	661.161	662.369	672.91	616.138	708.311	734.914	678.669	701.864	693.951	662.092	665.03	592.031	648.669	704.643	651.061
1110025L11Rik	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95	427.95
1110028F11Rik	724.257	686.234	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	758.874	666.6018736	787.851	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736	666.6018736
1110028F18Rik	1261.971265	1261.971265	1261.971265	1261.971265	1268.639	1261.971265	1261.971265	1261.971265	1261.971265	1261.971265	1261.971265	1261.971265	1261.971265	1261.971265	1261.971265	1261.971265	1261.971265	1261.971265	1318.152	1261.971265	1261.971265	1261.971265	1261.971265	1201.835	1261.971265	1261.971265	1261.971265	1261.971265
1110032A03Rik	701.2226836	998.2588973	800.568693	756.3072079	762.2711036	744.94132	818.2901875	798.6333974	888.2796094	717.0142282	818.523418	770.5471601	815.4265726	782.7381125	900.3528783	861.9384439	764.8363582	934.231325	824.12834	824.4692527	799.0330549	746.0091932	714.6677485	822.2364962	774.6409873	722.7607858	759.5221648	817.5870413
1110032F04Rik	1684.248	1595.994	1640.173	1670.049	1655.313	1548.826	1680.245	1602.741	1634.457	1668.088	1610.886	1645.664	1580.006	1641.764	1601.75	1654.556	1579.229	1676.771	1607.764305	1653.092	1671.308	1607.764305	1619.746	1635.825	1697.048	1675.895	1694.293	1567.18
1110034G24Rik	965.2964377	910.2130035	883.3180504	761.0616428	962.0139861	921.8827402	932.7250392	884.7442007	907.5447657	859.9750327	979.2532555	871.2978415	905.1432719	919.2259159	889.3479033	893.9907363	862.1637462	910.7514861	989.2281954	973.0941479	908.128007	903.8740421	882.9267947	921.0555857	773.4199722	866.2933275	904.3221143	880.3753009
1110035H17Rik	844.734	785.0292356	785.0292356	785.0292356	785.0292356	785.0292356	785.0292356	785.0292356	785.0292356	785.0292356	864.084	785.0292356	785.0292356	785.0292356	785.0292356	785.0292356	731.792	785.0292356	785.0292356	792.472	785.0292356	785.0292356	772.386	785.0292356	785.0292356	785.0292356	785.0292356	785.0292356
1110037F02Rik	5877.420037	5754.547356	5999.282697	5826.156012	5998.111668	6010.351863	6078.316652	5633.984268	5686.308008	5723.845887	6420.645986	6201.35013	6087.26032	5666.8852	5852.150622	5895.341082	5834.96683	6220.360077	5714.527545	6191.137318	6165.874893	5870.475607	5699.464666	6026.898868	5669.272032	5973.121038	5830.444718	5927.88895
1110038B12Rik	588.563251	449.818	507.0621145	493.4498254	1393.239	646.7690345	750.895035	770.8584358	612.1681243	622.8444241	386.392	589.56819	646.8435895	608.8847412	753.6420648	489.2573164	470.9673777	1688.485	703.4147316	866.1646986	506.013	522.673	628.853	1107.452632	594.7006421	631.436002	876.3056604	748.5090277
1110038F14Rik	913.61	807.941	924.878	779.719	979.268	900.4999009	1031.049	938.686	964.106	871.679	990.588	910.536	844.147	914.791	892.37	932.275	824.815	977.461	1005.471	919.416	983.73	929.899	903.006	890.222	799.236	910.931	970.485	869.037
1110046J04Rik	1120.817206	1652.591639	1760.645878	1353.383785	1587.686702	1291.151705	1404.298185	1669.567476	1692.441954	1478.874037	1419.013111	1740.417148	1135.331033	1109.242698	1175.645216	1449.400635	1628.010052	1768.841818	1631.087552	1485.391169	1414.124422	1670.104048	1400.245564	1681.261847	1275.536144	1751.800423	2480.823	1198.17227
1110051M20Rik	1532.727226	1492.793838	1798.886369	1420.373724	1617.273977	1445.783415	1402.838644	1326.438694	1246.130031	1487.947808	1718.180608	1458.275369	1358.352032	1440.379905	1491.613969	1732.771405	1593.505774	1712.362471	1602.735124	1517.781691	1442.645534	1656.308533	1347.279962	1651.772916	1525.83991	1588.23072	1533.194034	1432.813732
1110057K04Rik	2347.848	2420.35853	2358.854813	2427.066746	2398.027973	2399.920405	2375.523428	2314.586371	2357.709026	2418.524043	2420.222434	2383.293095	2414.226772	2449.24008	2359.090631	2394.639295	2444.439283	2444.706705	2358.608687	2412.986657	2349.272335	2454.052776	2348.762334	2346.082	2306.309	2358.27454	2325.466	2283.897
1110057P08Rik	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675	302.675
1110058L19Rik	465.0579951	467.054	502.1	476.854	528.6901496	512.226	519.525	498.22	523.598	501.957	577.952	532.605	519.307	473.1984836	469.868	484.499	462.636	525.239	489.6179481	497.734	531.2235871	484.285	535.8332399	520.109	539.971	516.428	500.8696923	496.1264954
1110059E24Rik	797.2805121	696.0767047	861.4626048	706.9936491	827.1848558	871.3426699	828.4453955	938.6859863	971.8469198	789.9582953	1073.100984	1086.239986	907.7440222	899.370379	923.5273349	798.0370298	873.6643743	1060.616627	1003.912457	945.1767925	1070.091373	910.4953581	869.6038073	949.5603026	856.2247145	1010.547886	961.8136066	761.4954219
1110059G10Rik	710.5390312	631.5742873	739.5594004	781.5618616	617.1310285	786.1911084	1087.134019	892.4856305	968.2204932	645.9947169	684.2044772	968.2201261	682.7191542	703.6176955	798.6711338	794.0348395	884.3122967	1013.736424	753.9722773	797.6371534	828.6373584	758.1991509	581.0103508	858.5789956	737.7247266	979.6748705	1012.155254	808.3586403
1110065P20Rik	438.3082017	420.7454522	517.5740131	359.3710018	392.824	415.8383587	424.4135652	381.6301557	397.5588769	408.0495529	407.5120573	375.9334291	393.2171304	391.9002854	390.7116083	433.2404061	367.3698123	381.7197393	388.4451578	371.8944939	452.2160662	414.713316	367.505465	394.5258555	377.8178841	408.1229111	401.5632075	349.926199
1190002F15Rik	5564.012	5620.482	5481.842	5536.276	5451.409	947.9279083	5490.9	5609.046	5516.038	1284.904626	5490.466	5584.91	5586.019	5492.819	5526.876	5510.209	1275.004815	5625.061	5593.211	2515.833976	5549.199	5677.425	5573.638	5648.509	5564.053	5589.037	5617.646	5579.765
1190002N15Rik	2710.795	2698.178	2604.527	2695.278	2635.583	2601.231	2663.362	2686.518	2673.635	2761.338	2640.267	2663.59	2651.7	2665.258	2686.475	2649.88	2644.279	2731.896	2675.573	2744.245	2698.841	2746.026	2615.143	2690.908	2661.243	2745.177	2708.296	2666.808
1190003K10Rik	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725	933.725
1190005I06Rik	740.559	650.237	736.896	636.983	792.183	671.493	805.031	760.752	743.3228842	703.106	786.691	726.54	656.591	739.707	702.1195391	743.285	660.318	603.988947	779.796	722.782	769.455	737.343	725.727	703.621	651.68	719.997	781.728	645.631
1190007I07Rik	426.4195477	362.0249037	407.0782432	405.6612203	437.4051792	441.4293976	394.1829739	381.2568625	403.4563372	392.1876469	369.2193168	377.1729466	369.7740344	405.873746	374.3625307	387.1028075	399.6523257	437.4659729	385.0124182	384.1830712	408.828124	418.3264569	457.7759305	447.5728789	434.6426455	430.4220743	412.0779273	421.2329987
45181	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725	2412.725
1200007C13Rik	2837.627	2754.136	2804.12	2726.498	2801.01	2668.237	2787.527	2715.009	2714.79	2698.986	2769.961	2750.648	2717.384	2760.915	2739.478	2826.191	2752.278	2715.121	2723.32	2762.097	2757.532	2826.544	2725.673777	2768.767	2717.673	2723.777	2725.673777	2725.673777
1200014J11Rik	8017.900843	7575.943041	7726.261608	7530.620409	6668.076977	8152.959854	6891.759714	8458.794307	7584.445783	8577.111915	7827.349379	6464.063575	7826.57331	7205.076903	6879.443713	7185.193022	7669.300118	8034.020215	7835.555763	7704.434382	7680.850056	7904.130895	7806.46921	6547.716579	7390.896606	7575.612618	6968.856798	7638.131301
1300002E11Rik	2251.582852	2426.79032	2197.473849	2446.144061	2492.21	2485.952296	2505.665	2490.17222	1664.032105	2100.005192	2409.577716	2532.882	2585.308	2516.755	2583.048	2469.614445	2455.747466	2579.133	1256.184318	2645.141	2559.571	2673.826	2524.693	2595.724	2512.827	2598.222	2573.771	2502.264827
1300017J02Rik	1733.452	478.9076045	2371.198	678.3033766	280.0570107	478.9076045	478.9076045	224.802	316.6721555	478.9076045	2343.312	238.198	228.636	441.2076165	347.6905631	358.116852	1681.358	443.3919029	598.934	478.9076045	411.8297082	478.9076045	229.246	231.384	1702.742	2251.554	247.672	386.5936986
45183	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781	955.781
45184	854.69791	825.9578091	922.8351553	705.5309374	966.2547605	914.387935	981.2572897	949.1145445	1015.31666	932.6639259	984.6384853	908.8406343	826.6158778	957.7949798	950.9207445	967.0731012	925.0737172	969.9884621	1036.391307	973.2799745	978.5605598	946.8854531	887.5812061	942.5868009	733.6440433	905.4944313	988.1401595	939.6381768
1500002C15Rik	2039.692	2010.474483	2010.474483	2025.902	2010.474483	2010.474483	2010.474483	2010.474483	2010.474483	2010.474483	2010.474483	2010.474483	2010.474483	1975.385	2010.474483	2008.675	2010.474483	2010.474483	2010.474483	2010.474483	2010.474483	2010.474483	2010.474483	2010.474483	2003.311	2010.474483	2010.474483	2010.474483
1500004A13Rik	4648.322047	4437.140885	4374.045394	4027.873727	4025.624574	4051.233443	4191.164814	4565.868951	3838.574738	4349.307586	4578.446821	4159.647286	4413.267435	4115.038148	4513.187246	4619.306313	4078.914807	4346.290549	4338.508304	4699.638811	3938.723563	3730.535685	4116.246209	3978.032219	3370.596397	3681.347314	3674.492511	4669.662721
1500009C09Rik	1733.86946	1733.86946	1733.86946	1733.86946	1733.86946	1650.41	1733.86946	1733.86946	1702.553	1789.305	1733.86946	1733.86946	1733.86946	1733.86946	1733.86946	1733.86946	1733.86946	1733.86946	1733.86946	1793.052	1733.86946	1738.25	1733.86946	1733.86946	1733.86946	1733.86946	1733.86946	1733.86946
1500009L16Rik	827.53	784.936	810.903	721.984	863.893	772.276	872.156	863.557	871.997	803.88	877.254	806.182	778.576	824.202	842.321	845.536	803.994	878.331	921.867	847.538	873.418	865.538	808.747	823.006	701.076	819.38	876.857	814.897
1500011B03Rik	1014.421132	985.8029678	780.4662374	618.6438211	1104.08714	905.9452397	1224.45	695.5776048	1122.128275	942.5631312	1234.321	1132.832	763.9338951	942.2048971	890.7595739	559.0864028	603.2571847	774.7000184	1087.486592	803.7841618	1002.688453	1015.32364	558.7389508	1044.036485	767.0677571	730.4431676	1195.169	806.5626261
1500011K16Rik	438.44	421.829	411.06	385.699	441.315	417.517	442.398	425.991	459.045	439.566	457.126	422.379	413.546	433.098	447.4	435.734	406.569	452.37	484.396	453.64	448.282	461.476	409.327	435.911	397.641	430.232	444.638	440.556
1500012F01Rik	1613.035026	1814.127	436.1083632	792.9315206	611.278	621.4236222	822.6605964	1710.329	1360.685693	422.163	468.202	1536.701221	530.75	822.6605964	515.803	546.914	1105.908837	572.404	822.6605964	1416.402937	441.123	534.146	822.6605964	469.4901631	467.6568091	1786.8	567.723	462.3835575
1500012K07Rik	1885.076	1885.367	1846.058	1895.556	1808.83	1841.096399	1841.096399	1782.059	1841.096399	1832.695	1838.812	1859.714	1882.261	1824.62	1837.039	1846.746	1882.131	1841.096399	1782.2	1836.877	1834.402	1841.096399	1841.096399	1841.096399	1923.819	1841.096399	1847.961	1841.096399
1500015A07Rik	1334.776922	1446.553	1399.746806	1287.372502	1326.033441	1231.978156	1385.887	1309.871393	1371.298	1364.90918	1383.544392	1377.366835	1415.324	1337.563322	1358.067945	1412.936	1400.235	1379.959	1317.843117	1297.386972	1342.620446	1285.709383	1401.173	1405.281	1455.392	1395.818	1406.76	1369.475
1500015L24Rik	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25	393.25
1500015O10Rik	636.453	592.083	641.506	560.898	665.37	604.181	683.564	630.6901144	665.116	611.375	691.436	630.633	613.051	632.512	633.239	649.29	600.076	630.6901144	705.737	654.442	630.6901144	671.682	630.6901144	635.943	569.824	631.331	630.6901144	630.6901144
1500017E21Rik	1306.939	1231.469884	1250.886	1311.258	1265.119847	1249.695732	1255.380643	1219.272	1227.043082	1249.695732	1249.695732	1297.787	1311.882	1342.060181	1330.72564	1279.942	1307.754	1249.695732	1240.251375	1574.803	1292.786	1256.376	1108.738652	1288.397	1243.44942	1359.2942	1249.147	1244.692
